officeCode,officeRegion,officeCountry,officeState,officeCity,employeeFullName,jobTitle,lineManager,customerName,customerCountry,customerState,customerCity,creditLimit,orderNumber,orderDate,requiredDate,shippedDate,orderStatus,productName,productLine,productScale,productVendor,quantityInStock,quantityOrdered,COGS,invoicingPrice,MSRP
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Diecast Collectables",USA,MA,Boston,85100,10207,2003-12-09,2003-12-17,2003-12-11,Shipped,"1992 Porsche Cayenne Turbo Silver","Classic Cars",1:24,"Exoto Designs",6582,28,69.78,108.82,118.28
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Diecast Collectables",USA,MA,Boston,85100,10207,2003-12-09,2003-12-17,2003-12-11,Shipped,"1980’s GM Manhattan Express","Trucks and Buses",1:32,"Motor City Art Classics",5099,49,53.93,84.75,96.31
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Diecast Collectables",USA,MA,Boston,85100,10207,2003-12-09,2003-12-17,2003-12-11,Shipped,"1954 Greyhound Scenicruiser","Trucks and Buses",1:32,"Classic Metal Creations",2874,27,25.98,51.95,54.11
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Diecast Collectables",USA,MA,Boston,85100,10207,2003-12-09,2003-12-17,2003-12-11,Shipped,"1950's Chicago Surface Lines Streetcar",Trains,1:32,"Gearbox Collectibles",8601,45,26.72,55.3,62.14
2,NA,USA,MA,Boston,"Julie Firrelli","Sales Rep",1143,"Diecast Collectables",USA,MA,Boston,85100,10207,2003-12-09,2003-12-17,2003-12-11,Shipped,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses",1:50,"Highway 66 Mini Classics",1016,28,68.29,106.49,115.75
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Saveley & Henriot, Co.",France,NULL,Lyon,123900,10208,2004-01-02,2004-01-11,2004-01-04,Shipped,"2001 Ferrari Enzo","Classic Cars",1:12,"Second Gear Diecast",3619,46,95.59,176.63,207.8
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Saveley & Henriot, Co.",France,NULL,Lyon,123900,10208,2004-01-02,2004-01-11,2004-01-04,Shipped,"1969 Corvair Monza","Classic Cars",1:18,"Welly Diecast Productions",6906,26,89.14,128.42,151.08
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Saveley & Henriot, Co.",France,NULL,Lyon,123900,10208,2004-01-02,2004-01-11,2004-01-04,Shipped,"1969 Ford Falcon","Classic Cars",1:12,"Second Gear Diecast",1049,20,83.05,152.26,173.02
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Saveley & Henriot, Co.",France,NULL,Lyon,123900,10208,2004-01-02,2004-01-11,2004-01-04,Shipped,"1903 Ford Model A","Vintage Cars",1:18,"Unimax Art Galleries",3913,24,68.3,117.47,136.59
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Saveley & Henriot, Co.",France,NULL,Lyon,123900,10208,2004-01-02,2004-01-11,2004-01-04,Shipped,"Collectable Wooden Train",Trains,1:18,"Carousel DieCast Legends",6450,48,67.56,96.81,100.84
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Saveley & Henriot, Co.",France,NULL,Lyon,123900,10208,2004-01-02,2004-01-11,2004-01-04,Shipped,"1904 Buick Runabout","Vintage Cars",1:18,"Exoto Designs",8290,45,52.66,72.85,87.77
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Saveley & Henriot, Co.",France,NULL,Lyon,123900,10208,2004-01-02,2004-01-11,2004-01-04,Shipped,"18th century schooner",Ships,1:24,"Carousel DieCast Legends",1898,35,82.34,122.89,122.89
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Saveley & Henriot, Co.",France,NULL,Lyon,123900,10208,2004-01-02,2004-01-11,2004-01-04,Shipped,"1912 Ford Model T Delivery Wagon","Vintage Cars",1:24,"Min Lin Diecast",9173,20,46.91,80.54,88.51
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Saveley & Henriot, Co.",France,NULL,Lyon,123900,10208,2004-01-02,2004-01-11,2004-01-04,Shipped,"1962 City of Detroit Streetcar",Trains,1:50,"Classic Metal Creations",1645,30,37.49,57.99,58.58
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Saveley & Henriot, Co.",France,NULL,Lyon,123900,10208,2004-01-02,2004-01-11,2004-01-04,Shipped,"The Schooner Bluenose",Ships,1:700,"Autoart Studio Design",1897,38,34,56.67,66.67
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Saveley & Henriot, Co.",France,NULL,Lyon,123900,10208,2004-01-02,2004-01-11,2004-01-04,Shipped,"The Mayflower",Ships,1:700,"Studio M Art Models",737,40,43.3,73.62,86.61
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Saveley & Henriot, Co.",France,NULL,Lyon,123900,10208,2004-01-02,2004-01-11,2004-01-04,Shipped,"The USS Constitution Ship",Ships,1:700,"Red Start Diecast",7083,46,33.97,63.61,72.28
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Saveley & Henriot, Co.",France,NULL,Lyon,123900,10208,2004-01-02,2004-01-11,2004-01-04,Shipped,"The Titanic",Ships,1:700,"Carousel DieCast Legends",1956,37,51.09,95.16,100.17
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Saveley & Henriot, Co.",France,NULL,Lyon,123900,10208,2004-01-02,2004-01-11,2004-01-04,Shipped,"The Queen Mary",Ships,1:700,"Welly Diecast Productions",5088,33,53.63,95.34,99.31
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Saveley & Henriot, Co.",France,NULL,Lyon,123900,10208,2004-01-02,2004-01-11,2004-01-04,Shipped,"Pont Yacht",Ships,1:72,"Unimax Art Galleries",414,42,33.3,48.05,54.6
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"Men 'R' US Retailers, Ltd.",USA,CA,"Los Angeles",57700,10209,2004-01-09,2004-01-15,2004-01-12,Shipped,"1972 Alfa Romeo GTA","Classic Cars",1:10,"Motor City Art Classics",3252,39,85.68,129.2,136
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"Men 'R' US Retailers, Ltd.",USA,CA,"Los Angeles",57700,10209,2004-01-09,2004-01-15,2004-01-12,Shipped,"1999 Yamaha Speed Boat",Ships,1:18,"Min Lin Diecast",4259,28,51.61,82.58,86.02
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"Men 'R' US Retailers, Ltd.",USA,CA,"Los Angeles",57700,10209,2004-01-09,2004-01-15,2004-01-12,Shipped,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars",1:18,"Exoto Designs",2378,20,64.58,97.4,105.87
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"Men 'R' US Retailers, Ltd.",USA,CA,"Los Angeles",57700,10209,2004-01-09,2004-01-15,2004-01-12,Shipped,"1900s Vintage Bi-Plane",Planes,1:24,"Autoart Studio Design",5942,43,34.25,66.45,68.51
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"Men 'R' US Retailers, Ltd.",USA,CA,"Los Angeles",57700,10209,2004-01-09,2004-01-15,2004-01-12,Shipped,"1937 Horch 930V Limousine","Vintage Cars",1:24,"Autoart Studio Design",2902,36,26.3,56.55,65.75
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"Men 'R' US Retailers, Ltd.",USA,CA,"Los Angeles",57700,10209,2004-01-09,2004-01-15,2004-01-12,Shipped,"1940 Ford Delivery Sedan","Vintage Cars",1:24,"Carousel DieCast Legends",6621,22,48.64,79.67,83.86
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"Men 'R' US Retailers, Ltd.",USA,CA,"Los Angeles",57700,10209,2004-01-09,2004-01-15,2004-01-12,Shipped,"HMS Bounty",Ships,1:700,"Unimax Art Galleries",3501,33,39.83,90.52,90.52
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"Men 'R' US Retailers, Ltd.",USA,CA,"Los Angeles",57700,10209,2004-01-09,2004-01-15,2004-01-12,Shipped,"Boeing X-32A JSF",Planes,1:72,"Motor City Art Classics",4857,48,32.77,44.2,49.66
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Osaka Souveniers Co.",Japan,Osaka,Kita-ku,81200,10210,2004-01-12,2004-01-22,2004-01-20,Shipped,"1996 Moto Guzzi 1100i",Motorcycles,1:10,"Highway 66 Mini Classics",6625,23,68.99,112.99,118.94
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Osaka Souveniers Co.",Japan,Osaka,Kita-ku,81200,10210,2004-01-12,2004-01-22,2004-01-20,Shipped,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,1:10,"Red Start Diecast",5582,34,91.02,189.79,193.66
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Osaka Souveniers Co.",Japan,Osaka,Kita-ku,81200,10210,2004-01-12,2004-01-22,2004-01-20,Shipped,"1980s Black Hawk Helicopter",Planes,1:18,"Red Start Diecast",5330,31,77.27,141.92,157.69
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Osaka Souveniers Co.",Japan,Osaka,Kita-ku,81200,10210,2004-01-12,2004-01-22,2004-01-20,Shipped,"P-51-D Mustang",Planes,1:72,"Gearbox Collectibles",992,50,49,68.43,84.48
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Osaka Souveniers Co.",Japan,Osaka,Kita-ku,81200,10210,2004-01-12,2004-01-22,2004-01-20,Shipped,"1936 Harley Davidson El Knucklehead",Motorcycles,1:18,"Welly Diecast Productions",4357,40,24.23,51.48,60.57
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Osaka Souveniers Co.",Japan,Osaka,Kita-ku,81200,10210,2004-01-12,2004-01-22,2004-01-20,Shipped,"1928 British Royal Navy Airplane",Planes,1:24,"Classic Metal Creations",3627,27,66.74,100.67,109.42
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Osaka Souveniers Co.",Japan,Osaka,Kita-ku,81200,10210,2004-01-12,2004-01-22,2004-01-20,Shipped,"1960 BSA Gold Star DBD34",Motorcycles,1:24,"Highway 66 Mini Classics",15,30,37.32,63.22,76.17
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Osaka Souveniers Co.",Japan,Osaka,Kita-ku,81200,10210,2004-01-12,2004-01-22,2004-01-20,Shipped,"Corsair F4U ( Bird Cage)",Planes,1:24,"Second Gear Diecast",6812,29,29.34,56.64,68.24
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Osaka Souveniers Co.",Japan,Osaka,Kita-ku,81200,10210,2004-01-12,2004-01-22,2004-01-20,Shipped,"1900s Vintage Tri-Plane",Planes,1:24,"Unimax Art Galleries",2756,40,36.23,68.1,72.45
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Osaka Souveniers Co.",Japan,Osaka,Kita-ku,81200,10210,2004-01-12,2004-01-22,2004-01-20,Shipped,"1997 BMW F650 ST",Motorcycles,1:32,"Exoto Designs",178,46,66.92,84.91,99.89
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Osaka Souveniers Co.",Japan,Osaka,Kita-ku,81200,10210,2004-01-12,2004-01-22,2004-01-20,Shipped,"1928 Ford Phaeton Deluxe","Vintage Cars",1:32,"Highway 66 Mini Classics",136,39,33.02,57.1,68.79
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Osaka Souveniers Co.",Japan,Osaka,Kita-ku,81200,10210,2004-01-12,2004-01-22,2004-01-20,Shipped,"1930 Buick Marquette Phaeton","Vintage Cars",1:50,"Studio M Art Models",7062,43,27.06,43.2,43.64
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Osaka Souveniers Co.",Japan,Osaka,Kita-ku,81200,10210,2004-01-12,2004-01-22,2004-01-20,Shipped,"American Airlines: B767-300",Planes,1:700,"Min Lin Diecast",5841,21,51.15,87.69,91.34
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Osaka Souveniers Co.",Japan,Osaka,Kita-ku,81200,10210,2004-01-12,2004-01-22,2004-01-20,Shipped,"America West Airlines B757-200",Planes,1:700,"Motor City Art Classics",9653,26,68.8,93.74,99.72
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Osaka Souveniers Co.",Japan,Osaka,Kita-ku,81200,10210,2004-01-12,2004-01-22,2004-01-20,Shipped,"ATA: B757-300",Planes,1:700,"Highway 66 Mini Classics",7106,25,59.33,98.48,118.65
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Osaka Souveniers Co.",Japan,Osaka,Kita-ku,81200,10210,2004-01-12,2004-01-22,2004-01-20,Shipped,"F/A 18 Hornet 1/72",Planes,1:72,"Motor City Art Classics",551,31,54.4,64,80
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Osaka Souveniers Co.",Japan,Osaka,Kita-ku,81200,10210,2004-01-12,2004-01-22,2004-01-20,Shipped,"American Airlines: MD-11S",Planes,1:700,"Second Gear Diecast",8820,42,36.27,60.7,74.03
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Auto Canal+ Petit",France,NULL,Paris,95000,10211,2004-01-15,2004-01-25,2004-01-18,Shipped,"1969 Harley Davidson Ultimate Chopper",Motorcycles,1:10,"Min Lin Diecast",7933,41,48.81,90.92,95.7
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Auto Canal+ Petit",France,NULL,Paris,95000,10211,2004-01-15,2004-01-25,2004-01-18,Shipped,"1968 Ford Mustang","Classic Cars",1:12,"Autoart Studio Design",68,41,95.34,171.22,194.57
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Auto Canal+ Petit",France,NULL,Paris,95000,10211,2004-01-15,2004-01-25,2004-01-18,Shipped,"2002 Suzuki XREO",Motorcycles,1:12,"Unimax Art Galleries",9997,36,66.27,126.52,150.62
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Auto Canal+ Petit",France,NULL,Paris,95000,10211,2004-01-15,2004-01-25,2004-01-18,Shipped,"1970 Plymouth Hemi Cuda","Classic Cars",1:12,"Studio M Art Models",5663,28,31.92,79.8,79.8
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Auto Canal+ Petit",France,NULL,Paris,95000,10211,2004-01-15,2004-01-25,2004-01-18,Shipped,"1969 Dodge Super Bee","Classic Cars",1:18,"Min Lin Diecast",1917,35,49.05,73.17,80.41
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Auto Canal+ Petit",France,NULL,Paris,95000,10211,2004-01-15,2004-01-25,2004-01-18,Shipped,"1976 Ford Gran Torino","Classic Cars",1:18,"Gearbox Collectibles",9127,28,73.49,138.17,146.99
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Auto Canal+ Petit",France,NULL,Paris,95000,10211,2004-01-15,2004-01-25,2004-01-18,Shipped,"1957 Vespa GS150",Motorcycles,1:18,"Studio M Art Models",7689,46,32.95,60.3,62.17
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Auto Canal+ Petit",France,NULL,Paris,95000,10211,2004-01-15,2004-01-25,2004-01-18,Shipped,"1957 Corvette Convertible","Classic Cars",1:18,"Classic Metal Creations",1249,41,69.93,148.8,148.8
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Auto Canal+ Petit",France,NULL,Paris,95000,10211,2004-01-15,2004-01-25,2004-01-18,Shipped,"1997 BMW R 1100 S",Motorcycles,1:24,"Autoart Studio Design",7003,25,60.86,109.32,112.7
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Auto Canal+ Petit",France,NULL,Paris,95000,10211,2004-01-15,2004-01-25,2004-01-18,Shipped,"1982 Ducati 900 Monster",Motorcycles,1:24,"Highway 66 Mini Classics",6840,21,47.1,62.33,69.26
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Auto Canal+ Petit",France,NULL,Paris,95000,10211,2004-01-15,2004-01-25,2004-01-18,Shipped,"1971 Alpine Renault 1600s","Classic Cars",1:24,"Welly Diecast Productions",7995,48,38.58,52.66,61.23
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Auto Canal+ Petit",France,NULL,Paris,95000,10211,2004-01-15,2004-01-25,2004-01-18,Shipped,"1961 Chevrolet Impala","Classic Cars",1:18,"Classic Metal Creations",7869,22,32.33,80.84,80.84
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Auto Canal+ Petit",France,NULL,Paris,95000,10211,2004-01-15,2004-01-25,2004-01-18,Shipped,"1982 Ducati 996 R",Motorcycles,1:32,"Gearbox Collectibles",9241,41,24.14,39.83,40.23
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Auto Canal+ Petit",France,NULL,Paris,95000,10211,2004-01-15,2004-01-25,2004-01-18,Shipped,"1974 Ducati 350 Mk3 Desmo",Motorcycles,1:32,"Second Gear Diecast",3341,37,56.13,94.91,102.05
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Auto Canal+ Petit",France,NULL,Paris,95000,10211,2004-01-15,2004-01-25,2004-01-18,Shipped,"2002 Yamaha YZR M1",Motorcycles,1:50,"Autoart Studio Design",600,40,34.17,70.78,81.36
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10212,2004-01-16,2004-01-24,2004-01-18,Shipped,"1968 Dodge Charger","Classic Cars",1:12,"Welly Diecast Productions",9123,39,75.16,99.82,117.44
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10212,2004-01-16,2004-01-24,2004-01-18,Shipped,"1969 Dodge Charger","Classic Cars",1:12,"Welly Diecast Productions",7323,33,58.73,110.55,115.16
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10212,2004-01-16,2004-01-24,2004-01-18,Shipped,"1993 Mazda RX-7","Classic Cars",1:18,"Highway 66 Mini Classics",3975,29,83.51,117.48,141.54
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10212,2004-01-16,2004-01-24,2004-01-18,Shipped,"1965 Aston Martin DB5","Classic Cars",1:18,"Classic Metal Creations",9042,38,65.96,105.77,124.44
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10212,2004-01-16,2004-01-24,2004-01-18,Shipped,"1948 Porsche 356-A Roadster","Classic Cars",1:18,"Gearbox Collectibles",8826,20,53.9,64.68,77
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10212,2004-01-16,2004-01-24,2004-01-18,Shipped,"1995 Honda Civic","Classic Cars",1:18,"Min Lin Diecast",9772,41,93.89,133.72,142.25
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10212,2004-01-16,2004-01-24,2004-01-18,Shipped,"1999 Indy 500 Monte Carlo SS","Classic Cars",1:18,"Red Start Diecast",8164,40,56.76,117.48,132
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10212,2004-01-16,2004-01-24,2004-01-18,Shipped,"1992 Ferrari 360 Spider red","Classic Cars",1:18,"Unimax Art Galleries",8347,40,77.9,155.79,169.34
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10212,2004-01-16,2004-01-24,2004-01-18,Shipped,"1948 Porsche Type 356 Roadster","Classic Cars",1:18,"Gearbox Collectibles",8990,45,62.16,115.85,141.28
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10212,2004-01-16,2004-01-24,2004-01-18,Shipped,"1970 Chevy Chevelle SS 454","Classic Cars",1:24,"Unimax Art Galleries",1005,41,49.24,61.73,73.49
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10212,2004-01-16,2004-01-24,2004-01-18,Shipped,"1966 Shelby Cobra 427 S/C","Classic Cars",1:24,"Carousel DieCast Legends",8197,45,29.18,43.27,50.31
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10212,2004-01-16,2004-01-24,2004-01-18,Shipped,"1949 Jaguar XK 120","Classic Cars",1:24,"Classic Metal Creations",2350,45,47.25,81.78,90.87
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10212,2004-01-16,2004-01-24,2004-01-18,Shipped,"1982 Lamborghini Diablo","Classic Cars",1:24,"Second Gear Diecast",7723,34,16.24,37.38,37.76
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10212,2004-01-16,2004-01-24,2004-01-18,Shipped,"1969 Chevrolet Camaro Z28","Classic Cars",1:24,"Exoto Designs",4695,27,50.51,77.91,85.61
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10212,2004-01-16,2004-01-24,2004-01-18,Shipped,"2002 Chevy Corvette","Classic Cars",1:24,"Gearbox Collectibles",9446,46,62.11,100.66,107.08
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10212,2004-01-16,2004-01-24,2004-01-18,Shipped,"1956 Porsche 356A Coupe","Classic Cars",1:18,"Classic Metal Creations",6600,49,98.3,117.96,140.43
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"Double Decker Gift Stores, Ltd",UK,NULL,London,43300,10213,2004-01-22,2004-01-28,2004-01-27,Shipped,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars",1:18,"Exoto Designs",6553,38,43.26,84.67,92.03
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"Double Decker Gift Stores, Ltd",UK,NULL,London,43300,10213,2004-01-22,2004-01-28,2004-01-27,Shipped,"1957 Ford Thunderbird","Classic Cars",1:18,"Studio M Art Models",3209,25,34.21,58.44,71.27
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"Double Decker Gift Stores, Ltd",UK,NULL,London,43300,10213,2004-01-22,2004-01-28,2004-01-27,Shipped,"1952 Citroen-15CV","Classic Cars",1:24,"Exoto Designs",1452,27,72.82,97.48,117.44
4,EMEA,France,NULL,Paris,"Martin Gerard","Sales Rep",1102,"Corrida Auto Replicas, Ltd",Spain,NULL,Madrid,104600,10214,2004-01-26,2004-02-04,2004-01-29,Shipped,"1917 Grand Touring Sedan","Vintage Cars",1:18,"Welly Diecast Productions",2724,30,86.7,166.6,170
4,EMEA,France,NULL,Paris,"Martin Gerard","Sales Rep",1102,"Corrida Auto Replicas, Ltd",Spain,NULL,Madrid,104600,10214,2004-01-26,2004-02-04,2004-01-29,Shipped,"1911 Ford Town Car","Vintage Cars",1:18,"Motor City Art Classics",540,21,33.3,53.28,60.54
4,EMEA,France,NULL,Paris,"Martin Gerard","Sales Rep",1102,"Corrida Auto Replicas, Ltd",Spain,NULL,Madrid,104600,10214,2004-01-26,2004-02-04,2004-01-29,Shipped,"1932 Model A Ford J-Coupe","Vintage Cars",1:18,"Autoart Studio Design",9354,27,58.48,125.86,127.13
4,EMEA,France,NULL,Paris,"Martin Gerard","Sales Rep",1102,"Corrida Auto Replicas, Ltd",Spain,NULL,Madrid,104600,10214,2004-01-26,2004-02-04,2004-01-29,Shipped,"1928 Mercedes-Benz SSK","Vintage Cars",1:18,"Gearbox Collectibles",548,50,72.56,167.06,168.75
4,EMEA,France,NULL,Paris,"Martin Gerard","Sales Rep",1102,"Corrida Auto Replicas, Ltd",Spain,NULL,Madrid,104600,10214,2004-01-26,2004-02-04,2004-01-29,Shipped,"1939 Chevrolet Deluxe Coupe","Vintage Cars",1:24,"Motor City Art Classics",7332,20,22.57,32.19,33.19
4,EMEA,France,NULL,Paris,"Martin Gerard","Sales Rep",1102,"Corrida Auto Replicas, Ltd",Spain,NULL,Madrid,104600,10214,2004-01-26,2004-02-04,2004-01-29,Shipped,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars",1:24,"Classic Metal Creations",2847,49,20.61,39.87,44.8
4,EMEA,France,NULL,Paris,"Martin Gerard","Sales Rep",1102,"Corrida Auto Replicas, Ltd",Spain,NULL,Madrid,104600,10214,2004-01-26,2004-02-04,2004-01-29,Shipped,"1936 Mercedes Benz 500k Roadster","Vintage Cars",1:24,"Red Start Diecast",2081,44,21.75,38.57,41.03
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"West Coast Collectables Co.",USA,CA,Burbank,55400,10215,2004-01-29,2004-02-08,2004-02-01,Shipped,"1952 Alpine Renault 1300","Classic Cars",1:10,"Classic Metal Creations",7305,35,98.58,205.73,214.3
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"West Coast Collectables Co.",USA,CA,Burbank,55400,10215,2004-01-29,2004-02-08,2004-02-01,Shipped,"1940 Ford Pickup Truck","Trucks and Buses",1:18,"Studio M Art Models",2613,46,58.33,100.34,116.67
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"West Coast Collectables Co.",USA,CA,Burbank,55400,10215,2004-01-29,2004-02-08,2004-02-01,Shipped,"1937 Lincoln Berline","Vintage Cars",1:18,"Motor City Art Classics",8693,27,60.62,92.47,102.74
1,NA,USA,CA,"San Francisco","Leslie Thompson","Sales Rep",1143,"West Coast Collectables Co.",USA,CA,Burbank,55400,10215,2004-01-29,2004-02-08,2004-02-01,Shipped,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars",1:18,"Studio M Art Models",8635,33,24.26,53.91,53.91
